YEAR,HS_CODE,MILL_CORPORATE_GROUP,MILL,PORT_OF_EXPORT,PROVINCE_OF_EXPORT,PULP_EXPORT_VOLUME_TONNES,FOB_VALUES_USD,IMPORTER_CORPORATE_GROUP,IMPORTER,COUNTRY_OF_IMPORTER,PORT_OF_DESTINATION,COUNTRY_OF_DESTINATION
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,1000,588062,EMAMI,EMAMI PAPER MILLS LTD,INDIA,HALDIA,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,508,269071,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268844,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,TANJUNG PRIOK,SUMATERA SELATAN,1009,689766,MARUBENI,MARUBENI CORP,JAPAN,HAIPHONG,VIETNAM
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,501,265317,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,600,352838,EMAMI,EMAMI PAPER MILLS LTD,INDIA,HALDIA,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,255982,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,YUNFU,CHINA (MAINLAND)
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,100,65496,UNKNOWN AFFILIATION,HAPPINESS MOON CO LTD,TAIWAN,TAICHUNG,TAIWAN
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,TANJUNG PRIOK,SUMATERA SELATAN,494,348930,MARUBENI,MARUBENI CORP,JAPAN,TAICHUNG,TAIWAN
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,300,203803,UNKNOWN AFFILIATION,KHAI HOANG PAPER PRODUCTION SERVICE TRADING CO,VIETNAM,HAIPHONG,VIETNAM
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268944,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,508,268975,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,FUTONG,RIAU,3213,1696809,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,NINGBO,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268937,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,521,276201,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268780,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,265930,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,255976,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,FUTONG,RIAU,7019,3599599,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHANGSHU,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,501,255517,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,501,265624,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,321,170053,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,NINGBO,CHINA (MAINLAND)
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,TANJUNG PRIOK,SUMATERA SELATAN,495,333843,MARUBENI,MARUBENI CORP,JAPAN,XINHUI,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,496,253045,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,EL ISKANDARIYA (= ALEXAND,EGYPT
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,160,108387,UNKNOWN AFFILIATION,NEW TOYO PULPPY (VIETNAM) CO LTD,VIETNAM,CAT LAI,VIETNAM
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268880,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,256082,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,256221,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,600,404771,UNKNOWN AFFILIATION,JIANGXI CHENMING PAPER CO LTD,CHINA (MAINLAND),CHANGSHU,CHINA (MAINLAND)
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,1519,1028134,MARUBENI,MARUBENI CORP,JAPAN,WUHAN,CHINA (MAINLAND)
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,2000,1349236,UNKNOWN AFFILIATION,JIANGXI CHENMING PAPER CO LTD,CHINA (MAINLAND),CHANGSHU,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,508,269040,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,289,210030,MARUBENI,MARUBENI CORP,JAPAN,TOMAKOMAI,JAPAN
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,1000,674618,UNKNOWN AFFILIATION,JIANGXI CHENMING PAPER CO LTD,CHINA (MAINLAND),CHANGSHU,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268773,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,FUZHOU,CHINA (MAINLAND)
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,2000,1327246,CHENMING,SHANDONG CHENMING PAPER HOLDINGS LTD,CHINA (MAINLAND),QINGDAO,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,257,136203,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JEBEL ALI,UNITED ARAB EMIRATES
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,800,512000,SINAR MAS,KING PAPER SOURCE TRADING (SHANGHAI) CO LTD,CHINA (MAINLAND),DAGANG,CHINA (MAINLAND)
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,253,175659,MARUBENI,MARUBENI CORP,JAPAN,MELBOURNE,AUSTRALIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268729,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,FUZHOU,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,201,106431,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,PUNE,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,FUTONG,RIAU,3013,1541933,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,GAOLAN,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,237,125571,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JEBEL ALI,UNITED ARAB EMIRATES
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,504,352750,MARUBENI,MARUBENI CORP,JAPAN,MELBOURNE,AUSTRALIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,40,20467,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JAWAHARLAL NEHRU (NHAVA S,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,508,269042,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,19000,11400000,SINAR MAS,KING PAPER SOURCE TRADING (SHANGHAI) CO LTD,CHINA (MAINLAND),DAGANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,98,50162,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JEBEL ALI,UNITED ARAB EMIRATES
2018,470329,ROYAL GOLDEN EAGLE,APRIL,FUTONG,RIAU,5018,2559288,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,XINHUI,CHINA (MAINLAND)
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,7500,4800000,SINAR MAS,KING PAPER SOURCE TRADING (SHANGHAI) CO LTD,CHINA (MAINLAND),DAGANG,CHINA (MAINLAND)
2018,470329,SINAR MAS,LONTAR PAPYRUS,KUALA TUNGKAL,JAMBI,1000,602744,GUANHAO HIGH TECH,GUANGDONG GUANHAO HIGH-TECH CO LTD,CHINA (MAINLAND),ZHANJIANG,CHINA (MAINLAND)
2018,470329,SINAR MAS,LONTAR PAPYRUS,KUALA TUNGKAL,JAMBI,80,49858,XIANMEN C&D,HONG KONG PAPER SOURCES CO LTD,CHINA (MAINLAND),QINGDAO,CHINA (MAINLAND)
2018,470329,SINAR MAS,LONTAR PAPYRUS,KUALA TUNGKAL,JAMBI,200,132205,XIANMEN ITG,XIAMEN ITG GROUP CORP LTD,CHINA (MAINLAND),HUANGPU,CHINA (MAINLAND)
2018,470329,SINAR MAS,LONTAR PAPYRUS,KUALA TUNGKAL,JAMBI,920,554317,XIANMEN C&D,XIAMEN C AND D PAPER AND PULP CO LTD,CHINA (MAINLAND),XINGANG,CHINA (MAINLAND)
2018,470329,SINAR MAS,LONTAR PAPYRUS,KUALA TUNGKAL,JAMBI,799,531195,HIGH HOPE,SHANGHAI HIGHHOPE PULP AND PAPER CORP,CHINA (MAINLAND),CHANGSHU,CHINA (MAINLAND)
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,200,132985,UNKNOWN AFFILIATION,MEDITERRANEAN PAPER CO,EGYPT,EL ISKANDARIYA (= ALEXAND,EGYPT
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,100,71525,UNKNOWN AFFILIATION,UNIPAK S.A.L,LEBANON,BEIRUT,LEBANON
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,400,270665,BATAAN,BATAAN 2020 INC,PHILIPPINES,MANILA SOUTH HARBOUR,PHILIPPINES
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,260,175662,UNKNOWN AFFILIATION,NIBONG TEBAL PAPER MILL SDN BHD,MALAYSIA,PENANG (GEORGETOWN),MALAYSIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,256082,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,487,257893,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,FUZHOU,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,140,71633,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,REWARI,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,201,102443,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,TUGLAKABAD,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,261,133210,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,ZHAPU,CHINA (MAINLAND)
2018,470329,SINAR MAS,INDAH KIAT,PERAWANG,RIAU,500,339675,UNKNOWN AFFILIATION,TRUONG XUAN PAPER JOINT STOCK CO,VIETNAM,HAIPHONG,VIETNAM
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,181,95837,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,NINGBO,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,201,102409,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,SONEPAT,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,40,20462,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JAWAHARLAL NEHRU (NHAVA S,INDIA
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,TANJUNG PRIOK,SUMATERA SELATAN,493,337262,MARUBENI,MARUBENI CORP,JAPAN,HAIPHONG,VIETNAM
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,386,204481,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,TANJUNG PRIOK,SUMATERA SELATAN,496,334039,MARUBENI,MARUBENI CORP,JAPAN,XINHUI,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,60,30683,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JAWAHARLAL NEHRU (NHAVA S,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,60,30778,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JAWAHARLAL NEHRU (NHAVA S,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,201,102478,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,REWARI,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,200,105908,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHONGQING,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,256069,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,507,268951,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,FUZHOU,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,60,30734,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JAWAHARLAL NEHRU (NHAVA S,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,461,235339,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,NINGBO,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,548,290444,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,FUZHOU,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,101,53292,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,PUNE,INDIA
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,98,52166,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JEBEL ALI,UNITED ARAB EMIRATES
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,508,269097,ROYAL GOLDEN EAGLE,APRIL FAR EAST MALAYSIA SDN BHD,MALAYSIA,JIUJIANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,98,52142,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,JEBEL ALI,UNITED ARAB EMIRATES
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,503,352238,MARUBENI,MARUBENI CORP,JAPAN,MELBOURNE,AUSTRALIA
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,988,664937,MARUBENI,MARUBENI CORP,JAPAN,XINHUI,CHINA (MAINLAND)
2018,470329,SINAR MAS,LONTAR PAPYRUS,KUALA TUNGKAL,JAMBI,1003,652458,MEGHNA GROUP OF INDUSTRIES,MEGHNA PULP AND PAPER MILLS LTD,BANGLADESH,CHITTAGONG,BANGLADESH
2018,470329,SINAR MAS,OKI,SULTAN MAHMUD BADARUDDIN (U),SUMATERA SELATAN,16000,11301791,UNKNOWN AFFILIATION,PARS HAYAT SAGHLIK URUNLERI SH (AS),IRAN,BANDAR ABBAS,IRAN
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,301,153680,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,256096,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,SINAR MAS,LONTAR PAPYRUS,KUALA TUNGKAL,JAMBI,500,324839,MEGHNA GROUP OF INDUSTRIES,MEGHNA PULP AND PAPER MILLS LTD,BANGLADESH,CHITTAGONG,BANGLADESH
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,201,106456,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,PUNE,INDIA
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,494,334623,MARUBENI,MARUBENI CORP,JAPAN,WUHAN,CHINA (MAINLAND)
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,500,338086,MARUBENI,MARUBENI CORP,JAPAN,XINGANG,CHINA (MAINLAND)
2018,470329,ROYAL GOLDEN EAGLE,APRIL,BUATAN,RIAU,502,255990,ROYAL GOLDEN EAGLE,APRIL INTERNATIONAL ENTEPRISE PTE LTD,SINGAPORE,CHITTAGONG,BANGLADESH
2018,470329,MARUBENI,TANJUNG ENIM LESTARI,PANJANG,SUMATERA SELATAN,497,333654,MARUBENI,MARUBENI CORP,JAPAN,ANKLESHWAR,INDIA
